reference,planning-application,planning-condition,documentation-url,document-url,organisation,notes,entry-date,start-date,end-date
24/01784/FUL-2,24/01784/FUL,U0128398,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01784/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01784/FUL-3,24/01784/FUL,U0128399,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01784/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01785/FUL-1,24/01785/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01785/FUL,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01785/FUL-2,24/01785/FUL,U0128516,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01785/FUL,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01791/FUL-1,24/01791/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01791/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01791/FUL-2,24/01791/FUL,U0129404,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01791/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01791/FUL-3,24/01791/FUL,HIGH1A,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01791/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01792/FUL-1,24/01792/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01792/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01792/FUL-2,24/01792/FUL,U0129082,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01792/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01792/FUL-3,24/01792/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01792/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01793/TPO-1,24/01793/TPO,U0127672,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01793/TPO,,local-authority:DNC,,2024-10-15,2024-10-15,
24/01793/TPO-2,24/01793/TPO,U0127673,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01793/TPO,,local-authority:DNC,,2024-10-15,2024-10-15,
24/01794/TPO-1,24/01794/TPO,U0129026,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01794/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01794/TPO-2,24/01794/TPO,U0129027,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01794/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01794/TPO-3,24/01794/TPO,U0129028,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01794/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01794/TPO-4,24/01794/TPO,U0129029,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01794/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01796/FUL-1,24/01796/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01796/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01796/FUL-2,24/01796/FUL,U0128400,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01796/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01796/FUL-3,24/01796/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01796/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01796/FUL-4,24/01796/FUL,U0128401,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01796/FUL,,local-authority:DNC,,2024-11-04,2024-11-04,
24/01808/ADV-1,24/01808/ADV,ADVTIA,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-2,24/01808/ADV,U0128498,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-3,24/01808/ADV,ADVT2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-4,24/01808/ADV,ADVT3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-5,24/01808/ADV,ADVT4,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-6,24/01808/ADV,ADVT5,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-7,24/01808/ADV,ADVT6,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01808/ADV-8,24/01808/ADV,U0128499,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01808/ADV,,local-authority:DNC,,2024-11-07,2024-11-07,
24/01809/FUL-1,24/01809/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01809/FUL,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01809/FUL-2,24/01809/FUL,U0128431,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01809/FUL,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01809/FUL-3,24/01809/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01809/FUL,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01810/FUL-1,24/01810/FUL,U0129148,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01810/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01813/FUL-1,24/01813/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01813/FUL,,local-authority:DNC,,2024-11-06,2024-11-06,
24/01813/FUL-2,24/01813/FUL,U0128435,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01813/FUL,,local-authority:DNC,,2024-11-06,2024-11-06,
24/01813/FUL-3,24/01813/FUL,U0128436,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01813/FUL,,local-authority:DNC,,2024-11-06,2024-11-06,
24/01818/FUL-1,24/01818/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01818/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01818/FUL-2,24/01818/FUL,U0129384,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01818/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01818/FUL-3,24/01818/FUL,U0129385,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01818/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01818/FUL-4,24/01818/FUL,U0129386,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01818/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01818/FUL-5,24/01818/FUL,U0129387,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01818/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01824/FUL-1,24/01824/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01824/FUL,,local-authority:DNC,,2024-11-28,2024-11-28,
24/01824/FUL-2,24/01824/FUL,U0129755,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01824/FUL,,local-authority:DNC,,2024-11-28,2024-11-28,
24/01824/FUL-3,24/01824/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01824/FUL,,local-authority:DNC,,2024-11-28,2024-11-28,
24/01826/ADV-1,24/01826/ADV,U0128432,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-2,24/01826/ADV,ADVTIA,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-3,24/01826/ADV,ADVT2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-4,24/01826/ADV,ADVT3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-5,24/01826/ADV,ADVT4,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-6,24/01826/ADV,ADVT5,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01826/ADV-7,24/01826/ADV,ADVT6,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01826/ADV,,local-authority:DNC,,2024-11-05,2024-11-05,
24/01828/TPO-1,24/01828/TPO,U0129032,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01828/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01828/TPO-2,24/01828/TPO,U0129033,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01828/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01828/TPO-3,24/01828/TPO,U0129034,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01828/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01828/TPO-4,24/01828/TPO,U0129035,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01828/TPO,,local-authority:DNC,,2024-11-20,2024-11-20,
24/01842/FUL-1,24/01842/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01842/FUL,,local-authority:DNC,,2024-11-29,2024-11-29,
24/01842/FUL-2,24/01842/FUL,U0129837,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01842/FUL,,local-authority:DNC,,2024-11-29,2024-11-29,
24/01850/FUL-1,24/01850/FUL,U0129152,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01850/FUL-2,24/01850/FUL,U0129153,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01850/FUL-3,24/01850/FUL,U0129154,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01850/FUL-4,24/01850/FUL,U0129155,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01850/FUL-5,24/01850/FUL,U0129156,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01850/FUL-6,24/01850/FUL,U0129157,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01850/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01851/ADV-1,24/01851/ADV,U0128528,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-2,24/01851/ADV,ADVTIA,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-3,24/01851/ADV,ADVT2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-4,24/01851/ADV,ADVT3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-5,24/01851/ADV,ADVT4,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-6,24/01851/ADV,ADVT5,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01851/ADV-7,24/01851/ADV,ADVT6,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01851/ADV,,local-authority:DNC,,2024-11-08,2024-11-08,
24/01855/FUL-1,24/01855/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01855/FUL,,local-authority:DNC,,2024-11-18,2024-11-18,
24/01855/FUL-2,24/01855/FUL,U0128962,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01855/FUL,,local-authority:DNC,,2024-11-18,2024-11-18,
24/01855/FUL-3,24/01855/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01855/FUL,,local-authority:DNC,,2024-11-18,2024-11-18,
24/01858/FUL-1,24/01858/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01858/FUL-2,24/01858/FUL,U0130609,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01858/FUL-3,24/01858/FUL,U0130610,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01858/FUL-4,24/01858/FUL,U0130611,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01858/FUL-5,24/01858/FUL,U0130612,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01858/FUL-6,24/01858/FUL,U0130613,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01858/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01861/COU-1,24/01861/COU,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01861/COU,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01861/COU-2,24/01861/COU,U0130643,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01861/COU,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01862/FUL-1,24/01862/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01862/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01862/FUL-2,24/01862/FUL,U0129424,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01862/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01862/FUL-3,24/01862/FUL,U0129425,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01862/FUL,,local-authority:DNC,,2024-11-26,2024-11-26,
24/01867/TPO-1,24/01867/TPO,U0128214,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01867/TPO,,local-authority:DNC,,2024-10-29,2024-10-29,
24/01867/TPO-2,24/01867/TPO,U0128215,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01867/TPO,,local-authority:DNC,,2024-10-29,2024-10-29,
24/01867/TPO-3,24/01867/TPO,U0128216,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01867/TPO,,local-authority:DNC,,2024-10-29,2024-10-29,
24/01877/FUL-1,24/01877/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01877/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01877/FUL-2,24/01877/FUL,U0130254,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01877/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01877/FUL-3,24/01877/FUL,U0130255,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01877/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01884/COU-1,24/01884/COU,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01884/COU,,local-authority:DNC,,2024-12-16,2024-12-16,
24/01884/COU-2,24/01884/COU,U0130741,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01884/COU,,local-authority:DNC,,2024-12-16,2024-12-16,
24/01884/COU-3,24/01884/COU,U0130742,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01884/COU,,local-authority:DNC,,2024-12-16,2024-12-16,
24/01884/COU-4,24/01884/COU,U0130743,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01884/COU,,local-authority:DNC,,2024-12-16,2024-12-16,
24/01885/FUL-1,24/01885/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01885/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01885/FUL-2,24/01885/FUL,U0130125,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01885/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01885/FUL-3,24/01885/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01885/FUL,,local-authority:DNC,,2024-12-05,2024-12-05,
24/01886/LBC-1,24/01886/LBC,STAT7,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01886/LBC,,local-authority:DNC,,2024-11-28,2024-11-28,
24/01886/LBC-2,24/01886/LBC,U0129745,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01886/LBC,,local-authority:DNC,,2024-11-28,2024-11-28,
24/01887/FUL-1,24/01887/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01887/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01887/FUL-2,24/01887/FUL,U0129084,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01887/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01887/FUL-3,24/01887/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01887/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01887/FUL-4,24/01887/FUL,U0129085,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01887/FUL,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01897/FUL-1,24/01897/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01897/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01897/FUL-2,24/01897/FUL,U0130644,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01897/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01897/FUL-3,24/01897/FUL,U0130645,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01897/FUL,,local-authority:DNC,,2024-12-12,2024-12-12,
24/01903/TPO-1,24/01903/TPO,U0128263,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01903/TPO,,local-authority:DNC,,2024-10-30,2024-10-30,
24/01903/TPO-2,24/01903/TPO,U0128264,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01903/TPO,,local-authority:DNC,,2024-10-30,2024-10-30,
24/01903/TPO-3,24/01903/TPO,U0128265,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01903/TPO,,local-authority:DNC,,2024-10-30,2024-10-30,
24/01905/ADV-1,24/01905/ADV,ADVTIA,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01905/ADV,,local-authority:DNC,,2024-11-21,2024-11-21,
24/01905/ADV-2,24/01905/ADV,ADVT2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=24/01905/ADV,,local-authority:DNC,,2024-11-21,2024-11-21,
