reference,planning-application,planning-condition,documentation-url,document-url,organisation,notes,entry-date,start-date,end-date
22/00202/MIN-33,22/00202/MIN,U0118872,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00202/MIN,,local-authority:DNC,,2024-02-14,2024-02-14,
22/00202/MIN-34,22/00202/MIN,U0118873,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00202/MIN,,local-authority:DNC,,2024-02-14,2024-02-14,
22/00202/MIN-35,22/00202/MIN,U0118874,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00202/MIN,,local-authority:DNC,,2024-02-14,2024-02-14,
22/00202/MIN-36,22/00202/MIN,U0118875,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00202/MIN,,local-authority:DNC,,2024-02-14,2024-02-14,
22/00316/FUL-1,22/00316/FUL,U0125503,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00316/FUL,,local-authority:DNC,,2024-08-02,2024-08-02,
22/00316/FUL-2,22/00316/FUL,U0125504,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00316/FUL,,local-authority:DNC,,2024-08-02,2024-08-02,
22/00316/FUL-3,22/00316/FUL,U0125505,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00316/FUL,,local-authority:DNC,,2024-08-02,2024-08-02,
22/00316/FUL-4,22/00316/FUL,U0125506,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00316/FUL,,local-authority:DNC,,2024-08-02,2024-08-02,
22/00316/FUL-5,22/00316/FUL,U0125507,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00316/FUL,,local-authority:DNC,,2024-08-02,2024-08-02,
22/00404/FULM-1,22/00404/FULM,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-2,22/00404/FULM,U0123624,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-3,22/00404/FULM,U0123625,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-4,22/00404/FULM,U0123626,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-5,22/00404/FULM,U0123627,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-6,22/00404/FULM,U0123628,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-7,22/00404/FULM,U0123629,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-8,22/00404/FULM,U0123630,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-9,22/00404/FULM,CON1C,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-10,22/00404/FULM,U0123631,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-11,22/00404/FULM,U0123632,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-12,22/00404/FULM,U0123633,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-13,22/00404/FULM,U0123634,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-14,22/00404/FULM,U0123635,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-15,22/00404/FULM,U0123636,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-16,22/00404/FULM,U0123637,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-17,22/00404/FULM,U0123638,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-18,22/00404/FULM,HIGH4A,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-19,22/00404/FULM,U0123639,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-20,22/00404/FULM,U0123640,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-21,22/00404/FULM,U0123641,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-22,22/00404/FULM,U0123642,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-23,22/00404/FULM,U0123643,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-24,22/00404/FULM,MISC11,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-25,22/00404/FULM,U0123644,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-26,22/00404/FULM,U0123645,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-27,22/00404/FULM,U0123646,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-28,22/00404/FULM,U0123647,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-29,22/00404/FULM,U0123648,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-30,22/00404/FULM,U0123649,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-31,22/00404/FULM,U0123650,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-32,22/00404/FULM,U0123651,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-33,22/00404/FULM,U0123652,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-34,22/00404/FULM,U0123653,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-35,22/00404/FULM,U0123654,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00404/FULM-36,22/00404/FULM,DX24A,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00404/FULM,,local-authority:DNC,,2024-06-24,2024-06-24,
22/00566/FUL-1,22/00566/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00566/FUL-2,22/00566/FUL,U0121959,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00566/FUL-3,22/00566/FUL,DA01,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00566/FUL-4,22/00566/FUL,U0121960,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00566/FUL-5,22/00566/FUL,U0121961,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00566/FUL-6,22/00566/FUL,U0121962,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00566/FUL,,local-authority:DNC,,2024-03-21,2024-03-21,
22/00848/FULM-1,22/00848/FULM,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-2,22/00848/FULM,U0119325,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-3,22/00848/FULM,U0119326,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-4,22/00848/FULM,U0119327,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-5,22/00848/FULM,MISC11,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-6,22/00848/FULM,CON1C,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-7,22/00848/FULM,U0119328,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-8,22/00848/FULM,U0119329,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-9,22/00848/FULM,U0119330,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-10,22/00848/FULM,U0119331,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-11,22/00848/FULM,U0119332,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-12,22/00848/FULM,U0119333,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-13,22/00848/FULM,D54B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-14,22/00848/FULM,U0119334,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-15,22/00848/FULM,U0119335,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-16,22/00848/FULM,U0119336,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-17,22/00848/FULM,U0119337,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-18,22/00848/FULM,U0119338,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-19,22/00848/FULM,U0119339,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/00848/FULM-20,22/00848/FULM,U0119340,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/00848/FULM,,local-authority:DNC,,2024-02-26,2024-02-26,
22/01032/FULM-1,22/01032/FULM,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-2,22/01032/FULM,U0119570,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-3,22/01032/FULM,U0119571,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-4,22/01032/FULM,U0119572,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-5,22/01032/FULM,U0119573,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-6,22/01032/FULM,U0119574,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-7,22/01032/FULM,U0119575,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-8,22/01032/FULM,U0119576,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-9,22/01032/FULM,U0119577,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-10,22/01032/FULM,U0119578,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-11,22/01032/FULM,U0119579,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-12,22/01032/FULM,HIGH1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-13,22/01032/FULM,HIGH2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-14,22/01032/FULM,HIGH3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-15,22/01032/FULM,U0119580,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-16,22/01032/FULM,U0119581,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-17,22/01032/FULM,U0119582,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-18,22/01032/FULM,U0119583,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-19,22/01032/FULM,U0119584,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-20,22/01032/FULM,U0119585,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-21,22/01032/FULM,U0119586,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01032/FULM-22,22/01032/FULM,U0119587,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01032/FULM,,local-authority:DNC,,2024-03-01,2024-03-01,
22/01109/FUL-1,22/01109/FUL,U0120066,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-2,22/01109/FUL,U0120067,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-3,22/01109/FUL,MAT1B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-4,22/01109/FUL,U0120068,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-5,22/01109/FUL,U0120069,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-6,22/01109/FUL,U0120070,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-7,22/01109/FUL,U0120071,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-8,22/01109/FUL,HIGH2,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-9,22/01109/FUL,HIGH3,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-10,22/01109/FUL,U0120072,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01109/FUL-11,22/01109/FUL,U0120073,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01109/FUL,,local-authority:DNC,,2024-03-19,2024-03-19,
22/01282/FUL-1,22/01282/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01282/FUL,,local-authority:DNC,,2024-03-20,2024-03-20,
22/01282/FUL-2,22/01282/FUL,MAT2B,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01282/FUL,,local-authority:DNC,,2024-03-20,2024-03-20,
22/01282/FUL-3,22/01282/FUL,U0120138,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01282/FUL,,local-authority:DNC,,2024-03-20,2024-03-20,
22/01327/FUL-1,22/01327/FUL,STAT1,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01327/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
22/01327/FUL-2,22/01327/FUL,U0118454,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01327/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
22/01327/FUL-3,22/01327/FUL,U0118455,https://necdm.doncaster.gov.uk/PublicAccess_LIVE/SearchResult/RunThirdPartySearch?FileSystemId=DP&FOLDER1_REF=22/01327/FUL,,local-authority:DNC,,2024-02-07,2024-02-07,
